Company,Sector,State,City,Roles,LinkedIn,Website
Chinkara Motors,Automotive,Maharashtra,Mumbai,"Design Engineer, Production Engineer, Quality Engineer, Sales Engineer",https://www.linkedin.com/company/chinkara-motors,http://www.chinkara.co.in/
Indian Railway Catering and Tourism Corporation,Retail,India,New Delhi,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/indian-railway-catering-and-tourism-corporation,http://www.irctc.com/
National Aluminium Company,Mining,India,Bhubaneswar,"Mining Engineer, Geologist, Safety Officer",https://www.linkedin.com/company/national-aluminium-company,http://www.nalcoindia.com/home.html
State Bank of Bikaner & Jaipur,Banking & Finance,India,N/A,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/state-bank-of-bikaner-jaipur,N/A
Bhilai Steel Plant,General,India,Bhilai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bhilai-steel-plant,N/A
Britannia Industries,Food & Beverage,West Bengal,Kolkata,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/britannia-industries,http://www.britannia.co.in/
Anjana Productions,Media & Entertainment,Telangana,Hyderabad,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/anjana-productions,N/A
DEN Networks,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/den-networks,https://dennetworks.com
Vedanta Limited,Mining,India,Goa,"Mining Engineer, Geologist, Safety Officer",https://www.linkedin.com/company/vedanta-limited,https://www.vedantalimited.com
Rail Vikas Nigam Limited,Retail,India,N/A,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/rail-vikas-nigam-limited,N/A
Rajshri Productions,Media & Entertainment,Maharashtra,Mumbai,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/rajshri-productions,http://www.rajshri.com/
Amul,Food & Beverage,India,Anand,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/amul,http://www.amul.com/
Adani Group,Conglomerate,Gujarat,Ahmedabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/adani-group,https://www.adani.com/
infoobox,Biotechnology,Haryana,Gurgaon,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/infoobox,https://infoobox.com
India Post,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/india-post,https://www.indiapost.gov.in
Burn Standard Company,General,West Bengal,Kolkata,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/burn-standard-company,N/A
Calcutta Tramways Company,General,West Bengal,Kolkata,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/calcutta-tramways-company,N/A
Mphasis,Information Technology,Karnataka,Bengaluru,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/mphasis,https://www.mphasis.com/
CEAT,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ceat,http://www.ceat.in/
ASSOCHAM,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/assocham,N/A
Punjab National Bank,Banking & Finance,India,New Delhi,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/punjab-national-bank,https://www.pnbindia.com/
Punjab National Bank,Banking & Finance,India,New Delhi,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/punjab-national-bank,https://www.pnbindia.in
CarWale,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/carwale,http://www.carwale.com
Bharat Aluminium Company,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bharat-aluminium-company,http://www.balcoindia.com/
Serum Institute of India,Biotechnology,Maharashtra,Pune,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/serum-institute-of-india,http://www.seruminstitute.com/
BSNL Mobile,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/bsnl-mobile,http://www.bsnl.co.in/opencms/bsnl/BSNL/services/mobile/index.html
Sun Pharmaceutical,Pharmaceuticals,Maharashtra,Mumbai,"R&D Scientist, Production Operator, Quality Assurance, Regulatory Affairs, Pharmacovigilance",https://www.linkedin.com/company/sun-pharmaceutical,http://www.sunpharma.com
Reynolds Pens India Pvt. Ltd.,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/reynolds-pens-india-pvt-ltd,https://www.reynolds-pens.com/
Cholamandalam MS General Insurance,Insurance,Tamil Nadu,Chennai,"Claims Executive, Underwriter, Policy Advisor",https://www.linkedin.com/company/cholamandalam-ms-general-insurance,http://www.cholainsurance.com
Nippon Paint,Information Technology,India,Shinagawa-Ku,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/nippon-paint,http://www.nipponpaint-holdings.com/
Nippon Paint,Information Technology,India,Shinagawa-Ku,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/nippon-paint,https://www.nipponpaint.co.jp
Nippon Paint,Information Technology,India,Shinagawa-Ku,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/nippon-paint,https://www.nipponpaint.co.th
Manjul Publishing House Pvt. Ltd.,General,Madhya Pradesh,Bhopal,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/manjul-publishing-house-pvt-ltd,http://www.manjulindia.com/
Dabur,Retail,India,Ghaziabad,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/dabur,https://www.dabur.com/
Food Corporation of India,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/food-corporation-of-india,http://www.fci.gov.in/
CESC Limited,Information Technology,West Bengal,Kolkata,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/cesc-limited,http://cesc.co.in/
Vizag Steel,Steel & Metals,Andhra Pradesh,Visakhapatnam,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/vizag-steel,http://www.vizagsteel.com/
Driptech,Agriculture,Maharashtra,Pune,"Agronomist, Farm Manager, Agricultural Engineer",https://www.linkedin.com/company/driptech,http://www.driptech.com/
Red Chillies Entertainment,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/red-chillies-entertainment,https://www.redchillies.com/
Accel,Information Technology,India,Palo Alto,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/accel,http://www.accel.com/
Kirloskar Group,Conglomerate,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kirloskar-group,http://www.kirloskar.com
Aircel,Information Technology,Tamil Nadu,Chennai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/aircel,http://www.aircel.com/
Bengal Nagpur Railway,Retail,West Bengal,Kolkata,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/bengal-nagpur-railway,N/A
Biological E. Limited,Biotechnology,Telangana,Hyderabad,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/biological-e-limited,http://www.Biologicale.com/
Tata DoCoMo,Telecommunications,India,New Delhi,"Network Engineer, RF Engineer, Field Technician, Support Engineer",https://www.linkedin.com/company/tata-docomo,https://www.airtel.in
Harris myCFO,Banking & Finance,Maharashtra,Mumbai,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/harris-mycfo,http://mycfo.in/
Nippon Paint,Information Technology,Tamil Nadu,Chennai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/nippon-paint,http://www.nipponpaint-holdings.com/
Nippon Paint,Information Technology,Tamil Nadu,Chennai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/nippon-paint,https://www.nipponpaint.co.jp
Nippon Paint,Information Technology,Tamil Nadu,Chennai,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/nippon-paint,https://www.nipponpaint.co.th
Tips Industries,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/tips-industries,https://www.tips.in/
Central Organisation for Railway Electrification,Retail,India,Prayagraj,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/central-organisation-for-railway-electrification,http://www.core.indianrailways.gov.in/
Bharat Pumps & Compressors,General,India,Prayagraj,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bharat-pumps-compressors,http://www.bharatpumps.co.in
Bharat Electronics,Information Technology,Karnataka,Bengaluru,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/bharat-electronics,https://www.bel-india.in/
Bharat Electronics,Information Technology,Karnataka,Bengaluru,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/bharat-electronics,https://www.bel-india.in/
Classmate Stationery,General,West Bengal,Kolkata,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/classmate-stationery,http://www.classmatestationery.com
Bangalore Stock Exchange Ltd,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bangalore-stock-exchange-ltd,https://www.bgse.co.in
Bharat Forge,Manufacturing,Maharashtra,Pune,"Production Supervisor, Quality Engineer, Maintenance Engineer, Process Engineer",https://www.linkedin.com/company/bharat-forge,http://www.bharatforge.com/
Apollo Tyres,General,Haryana,Gurgaon,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/apollo-tyres,https://www.apollotyres.com
Bharat Electronics,Energy,Karnataka,Bengaluru,"Process Engineer, Electrical Engineer, Plant Operator, Project Engineer",https://www.linkedin.com/company/bharat-electronics,https://www.bel-india.in/
Tata Play,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/tata-play,https://www.tataplay.com/
Vodafone India,Telecommunications,Maharashtra,Mumbai,"Network Engineer, RF Engineer, Field Technician, Support Engineer",https://www.linkedin.com/company/vodafone-india,https://www.vodafone.in/
The Walt Disney Company India,Conglomerate,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/the-walt-disney-company-india,http://www.disney.in/
Smart Bazaar,Retail,Maharashtra,Mumbai,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/smart-bazaar,https://reliancesmartbazaar.com/
Bharat Electronics,Information Technology,Karnataka,Bengaluru,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/bharat-electronics,https://www.bel-india.in/
TVS Motor Company,Automotive,Tamil Nadu,Chennai,"Design Engineer, Production Engineer, Quality Engineer, Sales Engineer",https://www.linkedin.com/company/tvs-motor-company,https://www.tvsmotor.com/
Ministry of Steel,Steel & Metals,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ministry-of-steel,http://steel.nic.in
Andrew Yule and Company Ltd.,General,West Bengal,Kolkata,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/andrew-yule-and-company-ltd,N/A
Power Grid Corporation of India,Energy,Haryana,Gurgaon,"Process Engineer, Electrical Engineer, Plant Operator, Project Engineer",https://www.linkedin.com/company/power-grid-corporation-of-india,http://www.powergridindia.com/
Mphasis,Information Technology,Karnataka,Bengaluru,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/mphasis,https://www.mphasis.com/
CRISIL,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/crisil,http://www.crisil.com
Apollo Hospitals,Healthcare,Tamil Nadu,Chennai,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/apollo-hospitals,http://www.apollohospitals.com/
Zydus Cadila,Pharmaceuticals,Gujarat,Ahmedabad,"R&D Scientist, Production Operator, Quality Assurance, Regulatory Affairs, Pharmacovigilance",https://www.linkedin.com/company/zydus-cadila,http://cadilapharma.com
9X Media,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/9x-media,http://www.9xmedia.in/
Aptech Ltd,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/aptech-ltd,https://www.aptech-worldwide.com/
Mindtree,Information Technology,Karnataka,Bengaluru,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/mindtree,https://www.mindtree.com/
Aastha TV,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/aastha-tv,http://www.aasthatv.com
Wockhardt,General,Maharashtra,Mumbai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/wockhardt,http://www.wockhardt.com/
